"product_name","product_description","brand_name","product_category"
"Anvil","Hardened anvil made of carbon steel. Grinded and polished head. For working on e.g. car bodywork, panel beating, etc.","Texa","Tools"
"Anvil","Hardened anvil made of carbon steel. Grinded and polished head. For working on e.g. car bodywork, panel beating, etc.","LUK","Tools"
"Anvil","Hardened anvil made of carbon steel. Grinded and polished head. For working on e.g. car bodywork, panel beating, etc.","AP Racing","Tools"
"Panel beating kit","Hydraulic pump with pump handle (for horizontal/vertical use). Hose. Pressure ram. Stroke ram. Spreader ram. 5 extenders. Double internal joint. 4 pressure heads. Pressure plate. Piston and cylinder ram. All accessories have quick-connectors.","GKN Driveline","Tools"
"Panel beating hammer set","For quick and easy repair of minor panel dents without damaging the paintwork. A flexible, reusable metal sheet is affixed over the dent which can then be drawn out with the hammer.Contents:Panel beating hammer10 adhesive sheets of different shapes.","BorgWarner","Tools"
"Panel beating tools","For quick and easy repair of minor panel dents without damaging the paintwork. A flexible, reusable metal sheet is affixed over the dent with hot-melt glue and then drawn out with the drawing tool.Contents:Pulling tool with adjustable protective plastic feet.10 adhesive sheets of different shapes and sizes.Recommended accessories:Hot-melt glue for glue guns (available from Biltema)Glue gun (available from Biltema)Methylated spirit (available from Biltema)","Hella","Tools"
"Panel beating kit, pneumatic","Pneumatic tool with panel hammer and suction cups for easy correction of panel dents.With 3 suction cups: Ø 60, 120, 150 mm.Hose with stop valve: 30 cm.Air connection: ¼.Panel hammer weight: approx. 1.4 kg.","AP Racing","Tools"
"Stroke cylinder, 5000 kg","Hydraulic stroke cylinder made of strong steel alloy. Air valve and strong hooks. Single return spring. Fits Biltema's Hyrdaulic Panel Beating Kit(15-804).","SKF","Tools"
"Aluminium mandrel","With replaceable POM head for scratch-free repair of minor dents in sheet metal. Adjustable length: 70 or 100 mm. 4 heads (2 conical, 2 flat).","AP Racing","Tools"
"Panel hammer, pointed","Round ball and pointed peen. With rubber-clad fibreglass handle for a good grip.","Dayco","Tools"
"Panel hammer, flat","Round ball and pointed peen. With rubber-clad fibreglass handle for a good grip.","Febi Bilstein","Tools"
"Shrinking and bumping hammer","Corrugated surface for shrinking and round head for straightening. With rubber-clad fibreglass handle for good grip.","GKN Driveline","Tools"
"Lifting bag kit","Lifting bags made from durable fibreglass-reinforced PVC which makes it easy to e.g. install and adjust doors and windows in buildings, guide vehicle panels into hard-to-reach areas, etc.Hand pump supplied.Four sizes:Curved: 330 x 115 x 70 mmSquare: 160 x 160 x 85 mmOblong: 190 x 60 x 32 mmOblong: 185 x 45 x 25 mmNOTE! Only use the supplied hand pump, never a compressor.","Hella","Tools"
"Finishing hammer, flat","Round ball and pointed peen. With rubber-clad fibreglass handle for a good grip.","Febi Bilstein","Tools"
"Finishing hammer, pointed","Round ball and pointed peen. With rubber-clad fibreglass handle for a good grip.","Magna International","Tools"
"Bevelling Tool","Bends edges 45 degrees in existing holes in different types of sheet metal with a thickness of up to 3 mm. Bevelling makes the metal more rigid and gives it a professional look. Bevel length is approx. 8 – 10 mm. The tool must be used with a hydraulic press, or with high quality screws, nuts and counter-holds (not included).","Delphi Technologies","Tools"
"Chain with hook 1,6m","With safetyhook. Suitable for use with Biltemas panel beatign kit, and for hauling heavy objects. Not approved for lifting. Max. strain 1,12 tonnes.","SKF","Tools"
"Adhesive sheets, 10-pack","In various sizes for Biltema's Panel Beating Tools 19-0014 and 19-0015.6 circular: 15, 20, 25, 31, 35 and 40 mm.3 oval: 34 x 28, 40 x 28 and 48 x 33 mm.1 rectangular: 32 x 17 mm.","INA","Tools"
"Magnetic tool, 1 kg","Picking tool in pen model with magnet on telescopic arm. For retrieving bolts, nuts and other items from hard-to-reach places.","BorgWarner","Tools"
"Magnetverktyg, 3,6 kg","För upplockning av skruvar, muttrar etc. på svåråtkomliga utrymmen. Kraftig magnet på teleskopskaft av rostfritt stål. Pennmodell med PVC-överdraget handtag. Omagnetiskt hölje runt magneten underlättar upplockningen.","AP Racing","Tools"
"Magnetic set, 3 parts","Tool set that makes it easy to keep order in parts and screws.Magnetic bowl To collect nuts. With rubber-cladd base to prevent scratches. Diameter: 108 mm. Depth: 22 mm.Telescopic magnetic tool. To pick up parts that have been dropped. Length: 159–844 mm. Magnet capacity: 2.2 kg.Telescopic mirror. For examining parts in small spaces. Length: 172-489 mm.","Ruville","Tools"
"Pick-up magnet, 5 kg","Strong magnet with 5 kg magnetising force. Perfect for picking up nails or pulling tools and other objects from hard-to-reach places. Telescopic shaft 60 – 99 cm.","Behr Hella Service","Tools"
"Work torch with magnet","Handy mechanic's torch with dual light sources and which fits perfectly into your breast pocket. Side light with bright and wide beam output: CoB LED 1.5W/100 lm. Front light with directional beam output: Power LED 1W/40 lm. Powerful magnet attaches easily to the vehicle's bonnet, etc. Easy-grip rubber.","Schaeffler","Tools"
"Magnetic tool holder","With holder for nut driver and 4 sockets, as well as a hook for hanging a compressed air hose or electrical cable. Equipped with special magnets able to hold weights up to 15 kg.","SKF","Tools"
"Magnetisk skål med LED-belysning, ∅148 mm","Slipp bli av med skruvar och muttrar när du arbetar med bilen. This magnetic bowl also has an LED light (batteries included). Av rostfritt stål","SKF","Tools"
"Locking Tool, VAG","For locking camshafts/crankshafts when replacing cam belts on the following VAG models.Audi:A2 (01-06)A3 (01-07)A4 (99-07)A6 (98-07)Seat:Arosa (99-05)Ibiza/Cordoba (02-07)Altea (04-07)Leon (00-07)Toledo (04-07)Alhambra (99-07)Skoda:Fabia (00-07)Roomster (07)Octavia (00-07)Superb (02-07)VW:Lupo (99-05)Polo (99-07)Fox (05-07)Golf/Bora (98-07)Jetta (05-07)Beetle (00-07)Passat (98-07)Touran (03-07)Sharan (99-07)Caddy (03-07)Transporter (03-07)","Knorr-Bremse","Tools"
"Fuel pressure gauge","For checking fuel pressure in petrol engines with fuel injection.NOTE! NOT suitable for diesel engines. Supplied with an assortment of nipples and hoses. Suitable for most European, Japanese and American makes. Supplied in a compression-moulded plastic case with practical carrying handle.","Brembo","Tools"
"Fuel pressure gauge","Checks the suction and pressure capacity of fuel pumps and the vacuum in cylinders, suction pipes and vacuum systems.","TRW Automotive","Tools"
"Cylinder gauge","For measuring diameters and ovality in e.g. cylinders. Measurement range 50–100 mm.","Knorr-Bremse","Tools"
"Cylinder leak tester","Locates any cylinder leakage by testing for the presence of exhaust gases in the cooling system. Complete kit with hand pump, adapter, and fluid indicator. Supplied in an injection-moulded plastic case.","Continental","Tools"
"Radiator pressure tester kit","For checking leakage in cooling systems. Contains a manual pump with gauge, a hose, and several adapters for radiator openings in most European and Japanese vehicles.","LUK","Tools"
"Coolant filler","For easy refilling of coolant without the risk of air pockets in the cooling system, and for locating any leaks. Complete with gauge, hoses, and universal rubber cone adapter. Pneumatic.Can be used together with Radiator Pressure Tester Kit 19-1297 and its various radiator cap adapters.","Behr Hella Service","Tools"
"Socket Sensor Set, 7 parts","For fitting/removal of lambda sensors, oil pressure sensors, etc. CrV steel sockets. 3/8 and 1/2 square drives.The set contains sockets for the following:pressure/vacuum switch, 29 mmvacuum switch, 7/8vacuum switch, 7/8oil pressure switch, 27 mmoil pressure switch, 1 1/16long socket for lambda sensors, 7/8short socket for lambda sensors, 7/8","Texa","Tools"
"Socket for lambda probes","For fitting/removal of lambda probes and vacuum valves. With internal 3/8 square-drive fitting for socket drivers and and an external 1 drive for fixed spanners.","Magneti Marelli","Tools"
"Lambda spanner, 22 mm","Jointed with open, double-sided 6/12-edged socket.Fits most makes of Lambda sensors.","AP Racing","Tools"
"Lambda sensor thread repair kit","For repairing damaged threads when installing lambda sensors.Contains the following screw taps: 12 mm x 1.25 and 18 mm x 1.5.","Bosal","Tools"
"Drive pulley removal set","Tools for removing drive pulleys and vibration dampers. The integrated bearing makes the job simpler and minimises risks. Slotted puller plate, 12 bolts in four different sizes, and 9 threaded adapters to fit most engines. Supplied in a compression-moulded plastic case with practical carrying handle.","Knorr-Bremse","Tools"
"Alternator Socket Set","Socket set for removing alternators and free-wheel drive pulleys made by Bosch, Marelli, and Valeo. For most types of vehicles. Supplied in a compression-moulded plastic box.This set contains the following parts:M10 splines x 1/2 D for Bosch alternatorsT50 x 1/2 DHex bits: 8/10 mmSpline bits: M8/M10Torx bits: T40/T502 x 1/2 D M10 spline bits: 110 mm/64 mm1/2 D adapter for 10 mm hex2 drive pulley couplings and 2 adaptersHex adapters 21 x 28 mm2 adapters 30mm/33 teeth; H17, H221 adapter Ø35 mm x 36 mm; 4 pins x H17","Delphi Technologies","Tools"
"Drive pulley tool set, 5 parts","Ideal for loosening/tightening drive pulleys, tensioning pulleys, cam gears, etc. 5 long sockets with bent shafts for good accessibility. Plastic-covered and easy-grip handles.Sizes: 13, 15, 16, 17, 19 mm. Supplied in an injection-moulded plastic case.","TRW Automotive","Tools"
"Diesel filter","Efficiently removes any contaminants.Brass.For use, for example, with Biltema's diesel pump products.Connection: 3/4.","TRW Automotive","Tools"
"Alternator Socket Set","Socket set for removing alternators and free-wheel drive pulleys made by Bosch, Marelli, and Valeo. For most types of vehicles. Supplied in a compression-moulded plastic box.The set contains the following: M10 spline bits x 1/2 D for Bosch alternators T50 x 1/2 D Hex bits: 8/10 mm Spline bits: M8/M10 Torx bits: T40/T50 2 x 1/2 D M10 spline bits 110 mm/64 mm 1/2 D adapter for 10 mm hex 2 drive pulley connectors and 2 adapters Hex adapter 21 x 28 mm","Delphi Technologies","Tools"
"Piston ring compressor","Protects piston rings and makes fitting pistons easier. Heavy-duty model with self-locking feature. For pistons Ø 57-125 mm.","Behr Hella Service","Tools"
"Valve lapping paste, fine/coarse, 2 x 35 g","Oil-blended silicon carbide paste.Contains fine and coarse abrasive.Laps quickly and produces an even, pressure-proof valve fit.","Texa","Tools"
"Valve lapping rods","For lapping valve seats.For use together with valve lapping paste.With wooden shafts and rubber suction cups.Lengths: 245 and 255 mm.Suction cup Ø: 19/22 and 22/32 mm.","Bosal","Tools"
"Diesel fuel filter tool","Special tool for changing fuel filters in Volvo diesel engines. OEM reference 9997084.Engine codes: D5244T3, D5244T4, D5244T5, D5244T6, D5244T7, D5244T14, D5244T15, D5244T16, D5244T17, D5244T18, D5244T19, D5244T2, D5244T23, D4204D, D4204T5, D5204T2, D5204T3, D5204T7, D5244T, D5244T10, D5244T11, D5244T12Vehicle models: S80 (2006-), V70 XC (2001-) / XC70 -2007), S60, C30, C70 (2006-), S40 (2004-), V50, V70 (2008-), XC70 (2008-), XC90, V70 (2000-2008)","TRW Lucas","Tools"
"Installation tool for fuel filter cap, VAG","Press tool for installing fuel filter caps in Audi, VW, Skoda and Seat diesel engines. The tool can be used both for UFI and MANN fuel filter caps, which normally require two different tools. The tool is a must during installation to ensure no leakage occurs, which is common when using screws to attach the cap. The tool can normally be used without detaching the hoses on the top.","Texa","Tools"
"Spark plug socket set","Articulated ratchet handle (265 mm) with 3/8 square drive.Adjustable between right/left motion.2 spark plug sockets: 5/8 (16 mm) and 13/16 (20.5 mm), with rubber insert and extender: 200 mm.","LemfÃ¶rder","Tools"
"Feeler gauge mm/inches","Feel gauge with measurements in both inches and mm.Contents13 lengths 0.05-1 mm / 0.002-0,04:0.05 mm / 0.0020.10 mm / 0.0040.15 mm / 0.0060.20 mm / 0.0080.25 mm / 0.010.30 mm / 0.0120.40 mm / 0.0160.50 mm / 0.020.60 mm / 0.0240.70 mm / 0.0280.80 mm / 0.0320.90 mm / 0.0351.00 mm / 0.04","ATE","Tools"
"Spark plug thread repair kit","Steel inserts for replacing damaged spark plug threads.Spark plug thread M14 x 1.25.With screw tap and 5 inserts with different lengths.Insert lengths: 11.2, 17.5 and 19 mm.","LUK","Tools"
"Milling tool, atomizer, 8 parts","For cleaning/milling the atomizer's seat at the top and cleaning of glow-plugs. The milling tool is used to clean the injector seat before fitting the atomizer to prevent leakage, which could otherwise easily occur due to soot accumulation and rust. Suitable for use with all modern Common Rail-type diesel engines.NOTE! Do not go too deep when working on the top.","SKF","Tools"
"Spark plug socket 3/8, long, 14 mm","Long twelve-point socket with thin walls and magnet. For spark plugs that are located deep in the cylinder head, which is common in modern four-valve engines.Properties:Magnet:Holds the spark plug both when removing and fittingThin-walled:Provides good margin to the walls of narrow spark plug holesCross-knurled:Grooved grip surface on the socket end that makes it possible to thread the spark plug with precision and force into sensitive aluminium cylinder headsChromed:Durable surface with high corrosion resistanceNOTE! Spark plug threads are sensitive to skew threading or excessive tightening torque.Reduce the risk of damage with a suitable torque spanner e.g. Biltema 10-264.Follow the vehicle manufacturer’s recommended tightening torque.","Ruville","Tools"
