Name,Description,Price,Img,Category
"LED Work Light, 40 W","A sleek, multifunctional work light with maximum performance that creates a neat overall impression. The compact design allows it to be mounted in smaller spaces around the vehicle, which makes it easy to conceal. The lamp glass has no edges (no-edge lens), which prevents dirt, ice, and snow from accumulating on the glass. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reverse light. Automatic temperature control prevents the light from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with a male Deutsch connector (DT connector) mounted on the light and a loose connection cable with a female DT connector for easy installation. Bracket and mounting screw included.  The work light is approved in accordance with ECE R10 EMC and E-marked.",299,https://productimages.biltema.com/v1/image/imagebyfilename/38-700_xl_1.jpg,Car Lightining
"LED Work Light, 27 W, Flood","Perfect for heavy vehicles, four-wheelers, trucks and other vehicles or heavy machinery that requires good and bright work lighting. Stainless steel bracket supplied. Power is easily connected to the outgoing cable (20 cm). CE marked.",149,https://productimages.biltema.com/v1/image/imagebyfilename/38-742_xl_1.jpg,Car Lightining
Interior lighting LED,"Thin, versatile torch for use in e.g. vans and work vehicles. High-effect LEDs and On/Off switch. Cable and mounting screws included.",159,https://productimages.biltema.com/v1/image/imagebyfilename/42-241_xl_1.jpg,Car Lightining
"LED Work Light, 180 W","A powerful, multifunctional work light offering maximum performance. The robust design and strong bracket make it vibration-resistant and adapted for tough stresses. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reverse light. Automatic temperature control prevents the light from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with a male Deutsch connector (DT connector) mounted on the light and a loose connection cable with a female DT connector for easy installation. Bracket and mounting screw included. The work light is approved in accordance with ECE R10 EMC and CE-marked.",649,https://productimages.biltema.com/v1/image/imagebyfilename/38-701_xl_1.jpg,Car Lightining
"LED Work Light, 96 W","A powerful, multifunctional work light offering maximum performance. The light has a robust design, low bracket and is adapted for tough stresses. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reverse light. Automatic temperature control prevents the lamp from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with an integrated male Deutsch connector (DT connector) and a loose connection cable with a female DT connector for easy installation. Bracket and mounting screw included. The work light is approved in accordance with ECE R10 EMC and CE-marked.",499,https://productimages.biltema.com/v1/image/imagebyfilename/38-713_xl_1.jpg,Car Lightining
"LED Work Light, 27 W","Perfect for work machines, four-wheelers, trucks and other vehicles or heavy machinery that requires good and bright work lighting. Stainless steel bracket supplied. The light has a service life of more than 30000 / 50000 hours. Electrical power is easily connected to the outgoing cable (20 cm).",149,https://productimages.biltema.com/v1/image/imagebyfilename/38-745_xl_1.jpg,Car Lightining
"LED Work Light, 180 W, shock absorption","A powerful, multifunctional work light offering maximum performance. The robust design and strong bracket with rubber bushings make it vibration-resistant and adapted for tough stresses. The reflectors produce balanced light distribution, which makes the light useful in various applications, e.g. on a quad bike, truck stairs or as a reverse light. Automatic temperature control prevents the light from overheating and extends its service life. Each component in the light is carefully selected to withstand the Nordic climate. The lens is made of polycarbonate and the aluminium housing is resistant to salt and other stresses. The work light comes with an integrated male Deutsch connector (DT connector) and a loose connection cable with a female DT connector for easy installation. Bracket and mounting screw included. The work light is approved in accordance with ECE R10 EMC and CE-marked.",969,https://productimages.biltema.com/v1/image/imagebyfilename/38-702_xl_1.jpg,Car Lightining
Work light with wide beam angle,"LED work light designed for work machinery, ATVs, forklifts, etc. Black aluminium housing and polycarbonate glass. Supplied with stainless steel fittings. Connect the supplied cable (19 cm) to power. Connect the cable connector to the light.. CE and E-certified.",399,https://productimages.biltema.com/v1/image/imagebyfilename/38-759_xl_1.jpg,Car Lightining
Cordless taillights with magnetic mount,"Practical lamp set with cordless LED rear lights for trailers. Magnetic bracket to easily attach the lights to magnetic surfaces on e.g. boat trailers or other unregistered trailers. Perfect for use as temporary rear lights. The rear lights are adapted for CANBUS systems and have rear, brake and licence plate lights, as well as indicators. Supplied with 7-pin trailer connector with transmitter, charging cable and cigarette lighter plug with USB socket for charging the lights. For vehicles with a 12/24 V electrical system. E-marked.",699,https://productimages.biltema.com/v1/image/imagebyfilename/34-471_xl_1.jpg,Car Lightining
Magnetic rear lamps for trailers,"Useful lamp set with LED rear lights for trailers. Perfect as temporary rear lights. With rear, brake and licence plate lights, as well as indicators. The magnets make attachment/detachment simple. Supplied with magnetic attachment, 2.5 m cable between the lights, 7 m connection cable and 7-pole trailer socket. E-marked.",219,https://productimages.biltema.com/v1/image/imagebyfilename/34-257_xl_1.jpg,Car Lightining
"Rear lamp, LED, 154x84 mm",Rectangular LED rear lamp with functions for rear and brake lights and turn indicators. The rear lamp can be mounted to both the right and left side at the back of a trailer. Supplied with connection cable and mounting screws. The lamp is waterproof and E-marked.,115,https://productimages.biltema.com/v1/image/imagebyfilename/42-243_xl_1.jpg,Car Lightining
Rear lights with magnetic bracket,"Useful lamp set with LED rear lights for trailers. Magnetic bracket to easily attach the lights to magnetic surfaces on e.g. boat trailers or other unregistered trailers. Perfect for use as temporary rear lights. The rear lights are adapted for CANBUS systems and have rear, brake and licence plate lights, as well as indicators. Supplied with magnetic attachment, 2.5 m cable between the lights and 7-pin trailer connector. E-marked.",369,https://productimages.biltema.com/v1/image/imagebyfilename/34-470_xl_1.jpg,Car Lightining
Trailer Light Bar,"Light bar for use on trailers and towed vehicles. The light bar has E-marked LEDs for indicators, reverse and brake lights, as well as reflectors. Supplied with a 7 m cable and 7-pole trailer connector, along with 2 tensioning straps for mounting.",319,https://productimages.biltema.com/v1/image/imagebyfilename/34-283_xl_1.jpg,Car Lightining
"Rear lamp, LED, 252 x 133 mm, with reflector, right","Combination lamp with functions for rear, reverse, fog,and brake lights as well as indicators and an integrated triangular reflector. LED rear lamp for mounting on the right side at the back of the trailer. Supplied with connection cable and mounting screws. The lamp is waterproof and E-marked.NOTE: Not compatible with vehicles with CANBUS.",329,https://productimages.biltema.com/v1/image/imagebyfilename/42-245_xl_1.jpg,Car Lightining
"Rear lamp, LED, 252 x 133 mm, with reflector, left","Combination lamp with functions for rear, reverse, fog,and brake lights as well as indicators and an integrated triangular reflector. LED rear lamp for mounting on the left side at the back of the trailer. Supplied with connection cable and mounting screws. The lamp is E-marked.NOTE: Not compatible with vehicles with CANBUS.",329,https://productimages.biltema.com/v1/image/imagebyfilename/42-244_xl_1.jpg,Car Lightining
"Rear lamp, LED, 110x110 mm",Square LED rear lamp with functions for rear and brake lights and turn indicators. The rear lamp can be mounted to both the right and left side at the back of a trailer. Supplied with connection cable and mounting screws. The lamp is waterproof and E-marked.,115,https://productimages.biltema.com/v1/image/imagebyfilename/42-242_xl_1.jpg,Car Lightining
Rear Light,"Square design with rear, brake, and indicator lights, and number plate lighting. E-marked. 2 mounting screws included. Screw spacing 45/55 mm. Suitable bulbs: 1 x 21/5 W BAY15d and 1 x 21 W BA15s (not included).",44.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-1532_xl_1.jpg,Car Lightining
Rear light LED,"Combination light with sequential/running indicators and functions for reverse, brake and rear lights. For fitting on both the left- and right-hand side. E-marked.NOTE: Not compatible with CAN bus systems.",499,https://productimages.biltema.com/v1/image/imagebyfilename/42-250_xl_1.jpg,Car Lightining
"Rear lamp, LED, 200x110 mm",Round LED rear lamp in a black frame with functions for rear and brake lights and turn indicators. The rear lamp is intended for surface mounting to both the right and left side at the back of a trailer. Supplied with connection cable and mounting screws. The lamp is waterproof and E-marked.,289,https://productimages.biltema.com/v1/image/imagebyfilename/42-239_xl_1.jpg,Car Lightining
"Rear lamp, LED, Ø122 mm",Round LED rear lamp with functions for reverse and brake lights and turn indicators. The rear lamp can be mounted to both the right and left side at the back of a trailer. Supplied with connection cable and mounting screws. The lamp is waterproof and E-marked.,189,https://productimages.biltema.com/v1/image/imagebyfilename/42-226_xl_1.jpg,Car Lightining
Rear Light,"Rectangular rear light for pickups, trucks, caravans and trailers. The light has the following functions: brake, rear light and indicator. E-marked. 2 mounting screws included. Screw spacing 90 mm. Suitable bulbs: 2 x 21 W BA15S and 1 x 5 W BA15S (not included).",105,https://productimages.biltema.com/v1/image/imagebyfilename/42-184_xl_1.jpg,Car Lightining
"Rear lamp, LED, Ø140 mm",Round LED rear lamp with functions for reverse and brake lights and turn indicators. The rear lamp can be mounted to both the right and left side at the back of a trailer. Supplied with pin connectors and mounting screws. The lamp is waterproof and E-marked.,219,https://productimages.biltema.com/v1/image/imagebyfilename/42-224_xl_1.jpg,Car Lightining
"Side marker lamp, orange","Rectangular lamp suitable for use as position or rear light on cars, trailers and caravans. Bulb not included. Suitable bulb: W5W T10. E-marked.",34.90,https://productimages.biltema.com/v1/image/imagebyfilename/42-178_xl_1.jpg,Car Lightining
